AGS,Gültige,Union,SPD,Linke,AfD,FDP,Grüne,Sonstige
13072119,319,17.6,29.2,7.5,28.8,6.9,4.4,5.6
13072120,209,15.3,31.6,9.6,24.9,5.3,3.3,10
13072121,559,16.6,26.3,9.1,20.4,11.6,10.4,5.6
13073001,971,18.7,27.7,8.7,22.8,6.2,6.4,9.5
13073002,281,19.2,37,10.7,11,9.3,7.5,5.3
13073003,553,21.9,21.7,9.2,21.3,6.9,9.8,9.2
13073004,327,19.9,24.8,13.5,24.5,4.6,3.4,9.3
13073005,383,11.5,20.4,6,41,6.5,4.4,10.2
13073006,331,20.8,22.1,10,24.5,11.2,3,8.4
13073007,599,24,29.4,7,22.9,5,4.3,7.4
13073009,3052,14.4,28.4,9.5,28.2,7,4.6,7.9
13073010,4309,17,26,13.9,23.2,6.8,4.1,9
13073011,2999,20,26.8,12.5,17.2,9.7,5.3,8.5
13073012,418,17,23.2,8.4,23.7,11.5,7.2,9
13073013,250,23.6,20.4,10.4,25.2,7.2,4.8,8.4
13073014,94,12.8,20.2,19.1,24.5,7.4,7.4,8.6
13073015,432,28.2,28.2,6.5,19.7,8.8,2.8,5.8
13073016,207,30.9,17.9,8.2,25.1,6.8,4.8,6.3
13073017,648,18.2,27,11.6,19.8,7.6,6.8,9
13073018,199,15.6,21.1,11.1,33.2,7,2,10
13073019,435,16.3,20.2,12.6,30.6,5.1,3.2,12
13073020,123,22,21.1,8.1,26.8,5.7,5.7,10.6
13073021,236,18.2,18.2,13.1,23.3,6.8,7.6,12.8
13073022,271,20.3,17.7,12.5,31.4,7.4,3.3,7.4
13073023,306,21.6,20.9,7.8,32,5.9,4.2,7.6
13073024,507,19.1,24.9,11,28.8,7.7,2.8,5.7
13073025,360,20.6,22.5,10.8,24.7,8.6,5,7.8
13073027,974,19.1,25.5,12.1,26.7,6.7,3.8,6.1
13073028,453,22.1,24.1,10.2,23.6,8.6,3.1,8.3
13073029,212,20.8,20.8,11.3,33,5.7,2.8,5.6
13073030,340,17.6,24.1,14.4,24.7,7.9,4.4,6.9
13073031,488,22.1,24.4,10,21.7,7.2,6.8,7.8
13073032,185,24.9,21.1,11.4,22.7,9.7,5.4,4.8
13073033,232,27.2,17.2,9.1,31.5,3.4,4.7,6.9
13073034,223,18.8,23.3,13.9,31.8,4.9,1.8,5.5
13073035,4927,24.1,25.3,12,23.2,5.7,2.8,6.9
13073036,136,16.9,19.1,7.4,34.6,8.1,8.8,5.1
13073037,328,20.1,20.7,8.8,30.2,7.9,4,8.3
13073038,272,13.2,20.2,14.7,27.6,4.4,7.7,12.2
13073040,312,20.2,30.8,14.7,12.5,8,7.1,6.7
13073041,185,33.5,17.3,7,25.9,4.9,2.2,9.2
13073042,125,14.4,28.8,11.2,28,8.8,3.2,5.6
13073043,252,18.7,25,9.5,23.4,8.7,5.6,9.1
13073044,324,18.5,21.3,4.6,26.2,9.3,8.3,11.8
13073045,183,29.5,17.5,9.8,21.3,8.2,6.6,7.1
13073046,848,20.4,21.7,6.6,26.2,10.1,7.5,7.5
13073048,171,17.5,21.6,7.6,31,9.4,7,5.9
13073049,126,19,24.6,15.1,25.4,2.4,4.8,8.7
13073050,257,19.1,29.6,7.8,30.4,4.3,3.1,5.7
13073051,297,17.2,20.5,7.4,40.1,6.1,1.3,7.4
13073052,163,17.2,16,12.3,35,4.3,8,7.2
13073053,259,20.5,23.2,9.3,26.3,6.2,6.6,7.9
13073054,346,17.6,26.3,8.1,26.3,5.2,7.8,8.7
13073055,2793,23,25.5,10.7,21.3,6.4,4.9,8.2
13073057,108,20.4,32.4,5.6,27.8,4.6,2.8,6.4
13073059,123,20.3,21.1,12.2,20.3,7.3,9.8,9
13073060,1003,18.9,22.6,8.8,27.2,10.1,4.1,8.3
13073061,366,21.3,20.8,8.7,26.8,9.6,4.4,8.4
13073062,218,22.5,15.6,10.1,32.1,4.1,8.3,7.3
13073063,325,20.6,23.1,13.5,21.5,6.5,4.6,10.2
13073064,211,20.9,22.7,10.4,20.9,11.4,2.4,11.3
13073065,402,21.6,20.6,10.2,24.9,8.2,4.7,9.8
13073066,450,19.6,22.4,9.8,26.2,10,2.7,9.3
13073067,612,19.4,25.3,12.3,17.5,11.3,6.4,7.8
13073068,896,22.4,24.3,7.9,22.9,9.6,5.1,7.8
13073069,298,10.1,27.2,7.4,27.9,12.8,5.7,8.9
13073070,2703,19.1,23.6,12.2,18.9,9.3,8.5,8.4
13073071,79,20.3,21.5,12.7,26.6,3.8,7.6,7.5
13073072,122,13.1,17.2,6.6,38.5,13.1,3.3,8.2
13073073,380,17.4,22.1,10,25.8,7.4,9.2,8.1
13073074,129,18.6,18.6,14,22.5,13.2,7,6.1
13073075,6288,17.6,30.6,9.8,20.2,7.8,5.8,8.2
13073076,489,31.7,19.2,7,26.4,6.3,2.7,6.7
13073077,616,16.9,27.1,9.3,26.6,7.6,3.6,8.9
13073078,696,15.7,25,12.2,27.7,3.4,4.3,11.7
13073079,614,19.9,22.3,13.2,24.6,9.1,1.6,9.3
13073080,4988,15.6,27,15.2,21.5,7.3,4.5,8.9
13073081,192,26,23.4,9.4,26.6,7.3,3.1,4.2
13073082,147,16.3,26.5,8.2,25.9,8.8,5.4,8.9
13073083,351,23.1,19.1,14,23.6,7.4,4.3,8.5
13073084,775,19.1,25,11.4,23.5,9.5,4.3,7.2
13073085,256,21.1,27,11.3,23.8,5.5,2.7,8.6
13073086,177,27.1,20.9,7.9,29.9,5.1,2.8,6.3
13073087,1141,21.8,22.7,9,26.3,10.3,3.4,6.5
13073088,31563,17.9,25.6,11.1,17.6,8.3,9.4,10.1
13073089,2295,27.3,22,8.8,22.9,6.2,5.2,7.6
13073090,2259,21,21.2,10.5,26.4,7.6,5.1,8.2
13073092,280,21.1,20,11.4,28.2,5.7,4.6,9
13073093,889,25.1,22.4,15,23.3,6.3,2.2,5.7
13073094,476,18.3,30.5,12.6,19.5,7.6,4,7.5
13073095,249,28.5,24.5,9.2,19.3,6,4,8.5
13073096,657,17.7,26,8.4,26.2,6.5,5.8,9.4
13073097,79,12.7,24.1,7.6,24.1,11.4,6.3,13.8
13073098,222,27,16.2,8.1,32.4,6.3,1.8,8.2
13073099,442,19.7,20.1,9.3,27.4,7.5,6.3,9.7
13073100,316,18.4,27.2,6.6,21.8,8.9,7.3,9.8
13073101,408,23,27.7,9.1,21.6,5.6,5.9,7.1
13073102,503,26.6,21.9,10.5,25.2,5.4,2.6,7.8
13073103,412,16.3,33.7,9.7,17.5,8.7,8.7,5.4
13073104,496,20.2,19.8,7.3,32.9,5.2,5.8,8.8
13073105,1937,20.4,27.4,10.3,19.2,10.9,5.4,6.4
13073106,233,18,24,11.2,22.3,8.6,6.9,9
13073107,627,23.3,26.6,9.1,18.2,9.4,6.4,7
13074001,519,12.9,33.9,8.5,22.7,6.9,8.1,7
13074002,1370,13.8,33.1,9,23.9,8.2,5,7
13074003,295,16.3,30.8,11.2,18.6,6.4,4.1,12.6
13074004,217,12,24,2.8,29,12,7.8,12.4
13074005,148,12.2,20.3,8.1,33.1,10.1,5.4,10.8
13074006,101,23.8,22.8,8.9,29.7,5,3,6.8
13074007,437,12.4,29.5,7.6,24.7,5.5,7.8,12.5
13074008,1028,21,31.6,9.3,18,6.7,7.3,6.1
13074009,204,19.6,32.4,4.9,25,7.8,3.4,6.9
13074010,902,19.6,33.3,8.2,15.9,9.8,8.1,5.1
13074012,832,18.8,29.1,9.1,20.2,9.6,5.2,8
13074013,466,18.7,28.1,9.9,14.6,8.4,10.5,9.8
13074014,251,13.5,32.3,10.4,19.1,8.4,9.2,7.1
13074015,249,18.1,32.5,8.8,20.1,6.8,6.8,6.9
13074016,461,15.6,28.9,10.4,20.8,7.2,10,7.1
13074017,1381,17.8,31.1,10.8,16.9,9,7.5,6.9
13074018,95,23.2,24.2,15.8,15.8,1.1,14.7,5.2
13074019,1226,19.1,29.8,10.3,21.3,6.8,5,7.7
13074020,284,13.4,35.9,8.8,21.1,9.9,2.5,8.4
13074021,1654,17.2,30.4,12.3,21.8,6.8,4.8,6.7
13074022,994,14.5,31.2,14.3,19.7,6.8,5.3,8.2
13074023,256,15.2,24.6,12.9,27.3,7.4,6.2,6.4
13074024,307,16.3,31.6,10.1,20.2,7.2,7.2,7.4
13074025,327,25.4,30.6,8.9,16.8,7.3,3.1,7.9
13074026,5620,17.4,36.1,11.8,15,6.6,6.4,6.7
13074027,64,25,26.6,6.2,10.9,9.4,14.1,7.8
13074028,156,14.1,42.9,8.3,18.6,7.7,5.1,3.3
13074030,242,17.4,35.5,12,13.2,9.9,4.1,7.9
13074031,304,23.4,22,7.2,25,8.9,6.6,6.9
13074032,422,19.9,29.6,10,19.4,9.2,6.4,5.5
13074033,198,9.1,35.4,9.1,21.2,7.1,5.1,13
13074034,460,19.1,30.9,9.6,20.7,6.1,5.4,8.2
13074035,1584,19.3,31.6,10.5,16.7,7.7,7.6,6.6
13074036,199,12.6,22.1,11.6,25.1,12.6,4.5,11.5
13074037,629,17.2,29.4,10.3,16.9,8.7,10.5,7
13074038,490,16.3,23.9,8.6,23.9,10,10.4,6.9
13074039,914,19,30.4,11.1,18.7,7.1,6.9,6.8
13074040,155,16.8,29,7.1,20,9,9,9.1
13074042,396,18.4,30.1,6.8,22,7.3,5.8,9.6
13074043,415,17.6,27.2,8,27.7,8.9,3.4,7.2
13074044,238,13,27.7,10.1,24.4,9.2,6.3,9.3
13074046,126,16.7,25.4,11.1,18.3,8.7,11.9,7.9
13074047,673,20.4,25.4,7.6,21.2,9.2,7.9,8.3
13074048,614,17.3,26.9,12.1,17.9,9.3,9.4,7.1
13074049,1843,17.3,29.5,5.6,14.5,10.1,16.2,6.8
13074050,586,15.9,29.2,7.5,24.7,11.1,4.9,6.7
13074052,105,12.4,30.5,8.6,19,14.3,5.7,9.5
13074053,243,19.8,31.7,9.5,18.5,9.5,3.7,7.3
13074054,319,17.9,33.5,9.4,17.9,8.5,7.2,5.6
13074056,782,12.9,35.8,8.8,22.5,6.8,6.5,6.7
13074057,1073,14.9,31.1,8.8,24.4,7.6,5.5,7.7
13074060,87,9.2,27.6,16.1,23,9.2,8,6.9
13074061,195,20,25.1,8.2,29.2,3.6,4.6,9.3
13074062,229,17,39.7,10.5,10.5,10.5,7,4.8
13074064,285,21.4,25.6,8.8,22.5,5.6,7,9.1
13074065,1169,17.8,29.6,8.4,22.2,7.7,5.6,8.7
13074066,173,22.5,22.5,7.5,15.6,12.1,8.1,11.7
13074067,86,20.9,43,4.7,11.6,10.5,3.5,5.8
13074068,418,23.4,31.1,8.9,17.7,6.5,6,6.4
13074069,206,15.5,32.5,13.1,19.9,6.3,6.3,6.4
13074071,231,17.7,33.8,8.7,19.5,6.9,5.6,7.8
13074072,353,16.4,33.7,7.1,24.6,5.4,2.8,10
13074073,509,19.3,36.1,7.7,12.6,8.1,8.4,7.8
13074074,1300,17.3,30.8,9.5,20.2,6.4,7.5,8.3
13074075,417,22.8,25.4,9.4,16.5,12.7,7.7,5.5
13074076,958,16.2,34.1,5.7,20.8,9.2,8.4,5.6
13074077,276,21,29.7,9.8,19.9,8,3.6,8
13074078,100,21,20,19,7,7,20,6
13074079,616,15.7,33.3,7.3,26,5.7,4.4,7.6
13074080,197,19.8,31,4.6,13.2,11.2,14.7,5.5
13074081,186,19.4,39.2,11.3,18.3,2.7,2.7,6.4
13074082,303,12.9,30.4,9.9,23.4,8.3,5.3,9.8
13074084,974,18.6,31.4,10.3,21.8,8.2,3.8,5.9
13074085,233,17.6,26.6,8.6,21.9,9.4,11.2,4.7
13074087,22308,14,37.4,10.2,13.5,7.2,10.5,7.2
13074088,271,15.5,25.5,7,20.7,9.2,15.1,7
13074089,308,22.1,29.5,6.5,19.2,14,3.6,5.1
13074090,450,14.9,32,11.3,27.1,6.2,3.8,4.7
13074091,130,12.3,22.3,10.8,24.6,13.1,9.2,7.7
13074092,282,25.9,30.5,5.7,21.6,6,2.8,7.5
13074093,730,21.4,31.2,8.1,18.6,8.2,3.6,8.9
13074094,215,20.9,31.2,8.8,14.4,10.2,6.5,8
13075001,298,21.5,17.1,5,37.6,6.4,2.7,9.7
13075002,157,20.4,26.8,12.1,19.1,5.1,10.2,6.3
13075003,224,17,29.9,7.1,33,5.8,1.3,5.9
13075004,186,19.9,31.7,9.7,17.2,4.3,3.8,13.4
13075005,6312,20.4,27.6,9.6,22,7.9,2.9,9.6
13075006,207,13.5,22.2,8.2,30,8.2,3.4,14.5
13075007,121,31.4,19,2.5,23.1,11.6,1.7,10.7
13075008,346,19.1,24.9,10.7,25.4,7.8,4,8.1
13075009,325,21.2,17.2,5.5,39.7,5.5,2.2,8.7
13075010,479,18.4,22.3,6.7,28.6,7.9,4.4,11.7
13075011,114,22.8,25.4,7,24.6,9.6,2.6,8
13075012,229,29.7,28.4,5.2,22.3,3.1,3.1,8.2
13075013,102,24.5,6.9,3.9,41.2,12.7,1,9.8
13075015,285,21.1,26.3,12.6,21.1,8.1,2.5,8.3
13075016,216,24.1,20.4,5.1,31,10.6,0.9,7.9
13075017,101,25.7,23.8,6.9,29.7,5.9,0,8
13075018,294,21.4,18.7,8.2,27.9,8.8,4.8,10.2
13075020,122,15.6,28.7,3.3,29.5,3.3,6.6,13
13075021,109,11.9,19.3,12.8,40.4,4.6,4.6,6.4
13075022,212,26.4,19.3,7.1,23.1,14.2,2.4,7.5
13075023,140,20,21.4,12.9,30.7,6.4,3.6,5
13075025,167,15,16.2,10.8,29.3,8.4,6.6,13.7
13075026,259,17,20.1,8.5,32,7,5,10.4
13075027,459,21.1,20,5.7,29.2,9.2,6.1,8.7
13075029,815,17.1,23.2,8.2,30.4,8.3,3.2,9.6
13075031,1984,19.2,27.5,8.1,26.3,6.1,1.9,10.9
13075032,148,27,25,12.2,23,6.1,1.4,5.3
13075033,1032,21.7,23.9,8.6,29.6,5.4,1.5,9.3
13075034,107,18.7,24.3,7.5,37.4,1.9,4.7,5.5
13075035,56,21.4,25,12.5,30.4,3.6,0,7.1
13075036,398,19.6,22.1,7.3,26.9,7.5,7.3,9.3
13075037,218,21.1,28,7.3,18.8,9.6,4.6,10.6
13075038,284,23.9,18.7,9.2,33.5,4.2,2.8,7.7
13075039,32719,15.9,23.4,11.4,13.1,9.3,17.4,9.5
13075040,68,11.8,26.5,7.4,38.2,5.9,0,10.2
13075041,497,17.7,22.3,4.8,35,7,4.2,9
13075042,88,15.9,14.8,6.8,55.7,1.1,0,5.7
13075043,149,18.1,26.8,13.4,26.2,4,5.4,6.1
13075044,969,19.4,24.5,7.8,31.9,6.2,2.4,7.8
13075045,187,15.5,17.6,4.8,39,8,4.3,10.8
13075046,415,21,18.8,11.6,21.9,12,5.8,8.9
13075048,185,14.6,27,5.9,40.5,4.9,1.1,6
13075049,4672,21.6,23.7,7.6,23.6,9.4,4.8,9.3
13075050,426,24.4,20.7,5.9,22.1,11.3,7.5,8.1
13075051,139,19.4,20.1,4.3,36.7,6.5,2.9,10.1
13075053,67,38.8,19.4,6,13.4,14.9,1.5,6
13075054,814,21.4,24.9,6.9,32.7,5.9,2.6,5.6
13075055,986,16.5,25.7,8.5,32.4,5.9,3.4,7.6
13075056,112,21.4,19.6,6.2,37.5,4.5,0,10.8
13075058,1234,16.4,25,13,27.8,6.1,2.8,8.9
13075059,238,15.5,18.9,13.4,26,11.3,6.7,8.2
13075060,495,21.6,26.1,6.3,24,8.3,2.8,10.9
13075061,280,19.3,21.4,6.8,34.3,4.6,2.9,10.7
13075063,104,25,28.8,8.7,20.2,2.9,0,14.4
13075065,277,15.5,23.8,9.7,31.8,7.9,1.4,9.9
13075066,719,17.8,26.4,7,27.1,6.1,3.3,12.3
13075067,203,25.1,19.2,9.4,29.6,6.4,2,8.3
13075068,244,24.2,27.5,10.7,18.9,11.5,2,5.2
13075069,760,23.6,17.9,5.8,34.9,8,2.4,7.4
13075070,261,19.9,17.6,8.8,38.7,2.7,2.3,10
13075071,233,19.3,24.5,6.4,30.9,8.2,0.9,9.8
13075072,120,20,23.3,3.3,30,4.2,2.5,16.7
13075073,72,16.7,13.9,11.1,25,22.2,5.6,5.5
13075074,536,14.9,19.6,7.5,32.5,5.2,4.9,15.4
13075075,255,20,16.9,6.3,42.4,5.9,0.8,7.7
13075076,182,19.8,22.5,6,24.2,8.8,9.9,8.8
13075078,295,18.6,21.7,8.1,30.8,6.1,2,12.7
13075079,818,17.8,24.7,8.1,34.4,3.2,3.2,8.6
13075080,441,15.4,24.9,5,34,8.8,2,9.9
13075081,307,20.2,21.5,5.9,31.3,7.8,4.2,9.1
13075082,1665,29.4,22,6.8,27.6,4.7,3,6.5
13075083,807,25,21.6,7.3,25.7,9,5.5,5.9
13075084,172,23.8,26.2,11.6,26.7,1.7,2.3,7.7
13075085,278,20.5,24.1,7.2,32,5.4,2.5,8.3
13075087,172,7,21.5,8.1,41.9,11.6,5.2,4.7
13075088,190,23.2,20,6.8,35.3,6.8,1.1,6.8
13075089,237,19.8,21.5,7.6,21.9,6.3,4.6,18.3
13075090,232,21.6,23.3,5.6,30.2,8.2,2.2,8.9
13075091,400,15.5,24,10.2,28,7.8,7,7.5
13075092,303,22.8,16.8,5.3,35,9.9,2,8.2
13075093,381,22.6,24.7,4.5,26.8,8.9,3.4,9.1
13075094,377,23.3,23.3,7.4,30.5,4,1.9,9.6
13075095,114,27.2,23.7,13.2,19.3,2.6,1.8,12.2
13075097,226,18.6,16.8,6.6,36.7,7.5,5.3,8.5
13075098,203,23.2,22.2,7.9,29.1,7.9,2.5,7.2
13075101,115,17.4,14.8,7.8,32.2,12.2,4.3,11.3
13075102,846,20.6,21.4,5.3,20.7,11.9,13.1,7
13075103,102,25.5,20.6,7.8,27.5,3.9,0,14.7
13075104,118,12.7,32.2,11,33.9,4.2,0.8,5.2
13075105,5173,20.5,30,9.4,20.8,6.5,2.8,10
13075106,154,20.8,17.5,10.4,34.4,5.2,1.3,10.4
13075107,737,22.7,26.6,5.7,28.1,7.7,2.7,6.5
13075108,143,32.9,25.2,4.9,23.1,4.9,1.4,7.6
13075109,109,27.5,23.9,7.3,26.6,2.8,1.8,10.1
13075110,135,19.3,28.9,6.7,33.3,1.5,1.5,8.8
13075111,238,16,24,3.4,34,7.6,2.9,12.1
13075113,171,25.7,17.5,9.4,31.6,3.5,4.7,7.6
13075114,252,23.4,23,6.7,29,6,4.4,7.5
13075115,429,17.7,33.6,3.3,29.1,7.9,3.3,5.1
13075116,71,14.1,28.2,9.9,26.8,5.6,1.4,14
13075117,192,18.8,29.2,7.3,22.9,2.6,6.8,12.4
13075118,135,17,20.7,8.9,36.3,3,2.2,11.9
13075119,280,20.4,20.7,9.3,29.6,6.4,3.2,10.4
13075120,363,17.1,17.1,4.1,41.3,9.6,1.7,9.1
13075121,296,19.6,21.3,4.1,37.5,6.4,3.4,7.7
13075122,155,20.6,20.6,3.9,40.6,5.8,0.6,7.9
13075123,427,27.9,20.1,5.4,27.6,7.3,4.9,6.8
13075124,187,13.4,15.5,4.8,40.6,11.2,3.2,11.3
13075125,92,16.3,14.1,6.5,30.4,7.6,5.4,19.7
13075126,211,16.1,21.3,7.6,36,8.1,2.4,8.5
13075127,353,21.5,19,5.9,28,13.3,2.5,9.8
13075128,113,17.7,36.3,4.4,24.8,5.3,3.5,8
13075129,186,18.8,24.7,4.8,29.6,8.1,5.4,8.6
13075130,2395,17.8,29.7,11.2,25.3,6.2,2.5,7.3
13075131,3118,16.2,29.1,8.8,28.2,6,2.2,9.5
13075133,408,21.8,25.2,6.6,25.5,8.1,2.5,10.3
13075134,343,23.9,12,11.7,34.7,9.3,2,6.4
13075135,449,15.8,21.8,7.6,26.3,11.1,7.6,9.8
13075136,4609,20.7,26,8.5,24.9,6.4,3,10.5
13075137,536,20.9,18.5,5.2,35.1,6.2,4.5,9.6
13075138,503,20.5,27.4,8.9,24.3,5.8,3.4,9.7
13075139,170,14.7,28.2,9.4,29.4,9.4,2.9,6
13075140,212,19.3,23.1,8,34.9,3.3,2.4,9
13075141,581,20.1,21.7,7.7,20.8,8.8,12,8.9
13075142,931,20.8,21.1,10.3,21.1,10,10.2,6.5
13075143,325,12.3,23.4,5.5,40,4,1.2,13.6
13075144,3786,15.9,24.9,9.5,30.8,7,3,8.9
13075145,84,13.1,15.5,3.6,45.2,7.1,7.1,8.4
13075146,476,18.5,26.9,8.2,27.5,7.6,2.5,8.8
13075147,341,20.2,20.2,8.5,35.2,4.7,2.9,8.3
13075148,384,18.5,23.2,10.2,26.6,8.1,2.9,10.5
13075149,225,17.3,20.9,6.2,38.2,5.3,2.7,9.4
13075150,211,18.5,24.2,8.5,34.1,7.1,2.4,5.2
13075151,1434,17.4,24.3,8.2,27.7,8.2,4.9,9.3
13075152,218,17.9,25.7,3.7,36.2,3.7,3.7,9.1
13075154,440,24.3,21.6,8,28.2,6.8,3.4,7.7
13075155,343,25.9,25.9,8.5,22.4,6.7,4.4,6.2
13075156,772,17.2,25.9,8.3,26.8,9.1,3.6,9.1
13076001,267,22.1,28.1,10.1,22.5,6.4,4.9,5.9
13076002,163,12.9,39.9,11.7,15.3,3.7,3.7,12.8
13076003,149,23.5,39.6,7.4,8.7,5.4,7.4,8
13076004,244,19.7,23.4,12.7,19.3,11.9,4.5,8.5
13076005,1192,16.6,32.4,9.2,20,10.6,4.2,7
13076006,274,19.3,26.6,10.6,25.2,9.1,3.3,5.9
13076007,203,19.2,31.5,8.9,13.8,12.3,7.4,6.9
13076008,118,21.2,35.6,10.2,22.9,2.5,2.5,5.1
13076009,245,17.6,35.9,9,18,8.2,6.1,5.2
13076010,222,18,37.8,9,13.1,6.8,7.7,7.6
13076011,197,9.6,33.5,14.2,26.9,6.1,4.1,5.6
13076012,207,16.9,25.6,8.7,31.9,5.3,3.4,8.2
13076013,134,30.6,24.6,7.5,9.7,12.7,6,8.9
13076014,5747,18.1,35.5,10.8,15.4,7,5.5,7.7
13076015,184,17.4,27.7,14.7,17.9,6,3.3,13
13076016,304,15.5,35.2,8.9,17.4,6.9,4.9,11.2
13076017,189,27.5,23.8,8.5,23.3,4.8,6.3,5.8
13076018,101,24.8,40.6,4,14.9,3,4,8.7
13076019,141,24.1,28.4,10.6,18.4,7.8,2.1,8.6
13076020,882,14.2,35.9,8.1,24,5.2,5,7.6
13076021,137,19,36.5,12.4,9.5,10.9,7.3,4.4
13076023,140,15.7,25,17.1,29.3,3.6,4.3,5
13076024,269,23.4,27.9,8.9,18.6,7.8,5.2,8.2
13076025,1743,19.1,29.9,10.4,20.9,6.7,4.4,8.6
13076026,486,15,29.8,13.2,22.8,7.8,3.5,7.9
13076027,133,17.3,30.8,3.8,24.8,9.8,3,10.5
13076029,326,12.9,34.4,13.8,23,6.4,4.9,4.6
13076030,206,20.9,34.5,9.2,22.8,3.9,2.4,6.3
13076032,437,18.3,35.9,9.6,19.2,6.4,5.3,5.3
13076033,827,22,27.2,5.7,20.3,12.1,6.9,5.8
13076034,1100,19,33.7,9.7,16.9,6.4,4.3,10
13076035,532,17.3,28,10.9,22.9,5.3,5.3,10.3
13076036,671,18.6,28.2,8.6,22.4,9.1,5.1,8
13076037,520,20.2,29.8,7.1,24.6,9.4,2.7,6.2
13076038,373,18.5,23.3,12.6,27.9,8.3,2.9,6.5
13076039,228,21.5,27.2,6.6,21.5,10.5,4.4,8.3
13076040,217,16.1,34.6,14.3,19.4,7.4,2.3,5.9
13076041,202,20.3,22.8,10.9,23.3,7.9,5,9.8
13076044,147,20.4,30.6,10.9,6.1,10.9,17,4.1
13076046,327,19,34.9,11.3,19,6.1,2.8,6.9
13076048,1217,17.6,33.2,11.2,21.5,6.2,2.7,7.6
13076049,183,20.8,26.8,10.9,16.9,7.1,6,11.5
13076050,2160,15.3,34.6,10.1,21.6,7.2,3.1,8.1
13076051,187,21.9,27.8,17.1,17.6,3.7,2.1,9.8
13076053,292,21.6,27.4,7.9,21.6,8.6,3.8,9.1
13076054,274,17.2,36.5,8.4,17.9,5.1,5.5,9.4
13076055,265,22.3,27.2,7.9,15.8,8.7,7.9,10.2
13076056,165,21.2,30.3,11.5,22.4,6.1,1.2,7.3
13076057,79,17.7,25.3,8.9,17.7,6.3,3.8,20.3
13076058,458,15.3,29.7,11.6,24.5,9.4,2.8,6.7
13076060,5798,17.4,34.5,12.3,15.9,8.7,4.5,6.7
13076062,120,10,25,9.2,35.8,4.2,1.7,14.1
13076063,390,19,24.6,6.9,26.2,10.8,3.3,9.2
13076064,282,19.9,25.5,11,22.7,10.6,1.4,8.9
13076065,80,25,25,5,28.8,7.5,1.2,7.5
13076067,111,22.5,41.4,5.4,12.6,7.2,4.5,6.4
13076068,254,16.9,30.3,8.7,24,6.7,9.4,4
13076069,243,17.3,25.9,8.2,28.4,6.6,4.5,9.1
13076070,298,23.5,30.2,9.1,15.8,8.1,4,9.3
13076071,603,20.4,29.7,6.1,21.6,10.6,4.5,7.1
13076072,140,21.4,27.1,10.7,25,7.1,2.1,6.6
13076073,300,22.7,26.3,8,23,9,5.7,5.3
13076075,203,26.6,29.1,7.4,22.2,6.9,2.5,5.3
13076076,129,14,42.6,9.3,14,7.8,2.3,10
13076077,235,15.7,28.9,7.2,24.3,4.7,4.3,14.9
13076078,298,14.8,29.2,13.1,23.2,6,5.4,8.3
13076079,325,21.5,30.5,10.2,18.5,11.7,1.8,5.8
13076080,213,19.2,31.5,9.4,14.1,8.5,10.3,7
13076082,913,15.8,32.3,10.3,19.5,8.5,6.4,7.2
13076085,627,19.5,28.7,8,22.6,7.2,4.1,9.9
13076086,332,17.8,30.4,10.2,25,6.3,3.3,7
13076087,296,17.6,34.8,9.8,19.9,5.1,5.7,7.1
13076088,2409,17.5,39.1,7.7,15.5,7.7,3.4,9.1
13076089,2447,20.1,30.9,10,21.6,6.7,3.7,7
13076090,6543,18.2,30.9,11.7,17.7,8.6,5.6,7.3
13076092,354,20.1,29.7,4.5,20.6,9.3,7.3,8.5
13076093,209,13.4,33,12.4,23.9,6.2,4.8,6.3
13076094,447,19.5,34.5,8.5,17.7,6.3,4,9.5
13076096,305,12.8,32.8,13.4,23.9,4.6,4.3,8.2
13076097,145,31.7,22.8,6.2,17.9,6.9,6.9,7.6
13076098,88,22.7,30.7,12.5,20.5,5.7,4.5,3.4
13076099,206,25.2,29.6,10.2,17,9.2,1.9,6.9
13076100,136,16.9,26.5,6.6,23.5,5.9,2.2,18.4
13076101,151,12.6,25.2,6.6,37.7,6,5.3,6.6
13076102,340,19.4,32.4,11.5,17.1,9.1,5,5.5
13076103,766,18.8,33.7,9.3,14.6,12.7,5,5.9
13076104,216,18.5,31.9,6,28.7,6,3.7,5.2
13076105,2388,16.8,32.4,8,22.3,7.7,4.8,8
13076106,236,17.8,33.9,9.7,15.7,9.7,6.4,6.8
13076107,1339,21.1,30.4,8.4,18.3,10.3,4.1,7.4
13076108,8869,16.6,32.8,9.9,20,7.6,4.5,8.6
13076109,345,15.9,23.2,9.6,31.3,7.5,4.3,8.2
13076110,175,22.3,29.7,10.9,11.4,10.3,2.9,12.5
13076111,276,27.5,31.2,8,18.5,5.1,2.2,7.5
13076112,776,19.8,25.8,10.2,13.5,12.1,9.8,8.8
13076113,1465,18.9,30.2,9.6,18.3,9.1,5.6,8.3
13076114,2330,19.8,36.2,8.5,19.6,6.4,4.5,5
13076115,329,21.6,30.4,8.8,26.1,4.6,3,5.5
13076116,178,21.3,40.4,5.6,9.6,7.9,6.2,9
13076117,477,20.8,28.1,7.8,15.5,11.7,6.9,9.2
13076118,858,19.2,31.2,8.5,23.2,6.8,3.1,8
13076119,211,19.9,34.1,9,13.7,8.1,2.4,12.8
13076120,371,18.3,25.9,7,27.8,9.4,2.4,9.2
13076121,131,9.9,29,6.9,27.5,8.4,5.3,13
